"profile_id","username","display_name","avatar_url","total_xp","season_id","week","weekly_xp","cumulative_xp","rank"
"20979","1108Kendo","AtikinOnHL | GoH","https://pbs.twimg.com/profile_images/1920219571438358528/ohicT3Ud.png","220200","1","13","27604","214695","121"
"21055","simbiryakov","evsim","https://pbs.twimg.com/profile_images/1965625720002023424/9juIM4Ka.jpg","267075","1","13","27524","245593","122"
"13211","S_memek","Dimple??????","https://pbs.twimg.com/profile_images/1928352388391522304/r_xt9RFO.jpg","92890","1","13","27498","92124","123"
"21850","ledi_de_","Ledi_DE","https://pbs.twimg.com/profile_images/1965689480062414848/esx-hOen.jpg","145039","1","13","27402","143569","124"
"30521","Alexgoldpack","Alexgoldpack","https://pbs.twimg.com/profile_images/1954158790913282048/R0dv96fZ.jpg","65476","1","13","27179","37880","125"
"30542","Nook383838","Vladimir","https://pbs.twimg.com/profile_images/1867554083860533248/pj3tRdJr.jpg","56179","1","13","27106","40270","126"
"20833","bullrungenius","suckmydiscoteque.eth","https://pbs.twimg.com/profile_images/1945809486947463168/eD_Y9LDv.jpg","250081","1","13","27009","240824","127"
"3164","freaz7","Freaz","https://pbs.twimg.com/profile_images/1700619499475480576/Krz2rRF8.jpg","746106","1","13","27005","446099","128"
"3611","MaskiDLuffy","MaskiDLuffy","https://pbs.twimg.com/profile_images/1799477370383925250/daCvZPzg.jpg","858941","1","13","26996","478822","129"
"22064","slntpkra36838","serkan","https://pbs.twimg.com/profile_images/1965026719963676672/2d_12k81.jpg","44420","1","13","26879","36975","130"
"1711","Shaggy8627","Shaggy","https://pbs.twimg.com/profile_images/1964304243751313408/yZOFNJqG.jpg","1254315","1","13","26848","570231","131"
"15627","0x3aeed","0x3aeed.eth??","https://pbs.twimg.com/profile_images/1946344642229710848/b0vBqEMW.jpg","217600","1","13","26722","174710","132"
"16098","vahidnfcc","????????? ?:","https://pbs.twimg.com/profile_images/1965648714732621824/fMLybzjB.jpg","178348","1","13","26624","148352","133"
"23425","solmir82","Solmir.eth | GoH","https://pbs.twimg.com/profile_images/1721179103032696832/0gQDJBi6.jpg","220727","1","13","26464","181953","134"
"9689","0xaida6","0xaida","https://pbs.twimg.com/profile_images/1963921690892570624/Av81xaJD.jpg","144055","1","13","26450","134033","135"
"26433","Fatih8282174527","Fatih (?,G) |HUDL ? ?????,?????","https://pbs.twimg.com/profile_images/1835965742669352960/a6-YYJXE.jpg","44896","1","13","26381","36434","136"
"20473","pheonixscribe","phoenixscribe","https://pbs.twimg.com/profile_images/1966235713910771712/7q6n4XbU.jpg","183561","1","13","26256","171130","137"
