profile_id,userkey,username,display_name,avatar_url,description,score,streak_days,total_xp,is_validator,season_0_xp,season_1_xp,season_0_weeks,season_1_weeks,status,userkeys_count,eth_addresses,created_at,last_updated
500,,1dangerz0ne,dangerz0ne🔮 Alkamon Trainer,https://pbs.twimg.com/profile_images/1960771852592197632/xj7TunRe.jpg,,1263,,109950,,,,,,ACTIVE,4,2,,
36,,reeeeshy,reeeshy,https://pbs.twimg.com/profile_images/1892305687214264320/NEUw7B9A.jpg,,1780,,1959696,,,,,,ACTIVE,5,2,,
92,,trebooomin,tre,https://pbs.twimg.com/profile_images/1867060856363569152/wd_D82mg.jpg,,2010,,879321,,,,,,ACTIVE,5,2,,
132,,_gribb,gribb,https://pbs.twimg.com/profile_images/1925774037017329664/eJEGPtFV.jpg,,1710,,310880,,,,,,ACTIVE,5,2,,
121,,fozziewrites_,Fozzie,https://pbs.twimg.com/profile_images/1868695229051633664/-GHOSQTv.jpg,,1419,,50305,,,,,,ACTIVE,4,2,,
20,,zp_land,ZpLand 🤝,https://pbs.twimg.com/profile_images/1884955278233251840/jgDwgN-0.jpg,,2164,,3179652,,,,,,ACTIVE,5,2,,
48,,gingabtw,ginga,https://pbs.twimg.com/profile_images/1706439421661241344/H0ZgGz_p.jpg,,1442,,110415,,,,,,ACTIVE,4,2,,
3,,0xWorkhorse,ian.btc | workhorse 🧙‍♂️,https://pbs.twimg.com/profile_images/1956155041493958659/d358oKJm.jpg,,1590,74,892716,,,,,,ACTIVE,7,2,,
21,,0xNoWater,0xNoWater.eth,https://pbs.twimg.com/profile_images/1954924637697060865/3FwOU1HY.jpg,,1406,,68273,,,,,,ACTIVE,5,2,,
23,,TheBenMeadows,͏ ͏ ͏,https://pbs.twimg.com/profile_images/1960404172769251328/ok6FVNzq.jpg,,1678,241,956636,,,,,,ACTIVE,7,2,,
24,,CoughdropPeter,coughdrop,https://pbs.twimg.com/profile_images/1653476787941195785/5kk8dAEj.jpg,,2060,,770223,,,,,,ACTIVE,4,2,,
10,,zetaonchain,zeta,https://pbs.twimg.com/profile_images/1330879164698783744/h2D2JJJl.jpg,,1757,77,1427907,,,,,,ACTIVE,5,2,,
28,,710_eth,710_eth,https://pbs.twimg.com/profile_images/1947783463484198912/aQCkKQWO.jpg,,1858,,641783,,,,,,ACTIVE,5,2,,
2,,porkbus,"""porkbus (🐖","🚌)""",https://pbs.twimg.com/profile_images/1963288313244389377/Ya3g2Qy-.jpg,,2178,241,6759416,,,,,,ACTIVE,6,3,
480,,pman555,Perilous,https://pbs.twimg.com/profile_images/1948401384253956096/U2ULP2qG.jpg,,1623,211,710390,,,,,,ACTIVE,4,2,,
288,,thegolden_eel,eel,https://pbs.twimg.com/profile_images/1940508138710409216/XBJ0Jmqu.jpg,,2284,131,1940008,,,,,,ACTIVE,6,2,,
476,,kekbeta,alphakek,https://pbs.twimg.com/profile_images/1867065985779503104/SDP2cS-x.jpg,,1678,,651178,,,,,,ACTIVE,5,2,,
18,,kc_6666,kc ⌐◨-◨,https://pbs.twimg.com/profile_images/1632189256465629187/SozeyW7d.jpg,,1408,,379730,,,,,,ACTIVE,5,2,,
296,,mooncat2878,MoonCat,https://pbs.twimg.com/profile_images/1950071804275429376/yqWhVFLz.jpg,,1578,,183267,,,,,,ACTIVE,4,2,,
9,,0xak_,ak,https://pbs.twimg.com/profile_images/1905740871909400576/Xp9Dzf84.jpg,,2226,,4190109,,,,,,ACTIVE,7,2,,
6,,BlueChilliZero,BlueChilliZero,https://pbs.twimg.com/profile_images/1922753130673864704/nTSOr3n5.jpg,,1716,9,492813,,,,,,ACTIVE,5,2,,
74,,aventurine_eth,Aventurine,https://pbs.twimg.com/profile_images/1953886404389613570/5TuXv2yL.jpg,,1593,,944474,,,,,,ACTIVE,5,2,,
201,,Youclidean,youc🌹,https://pbs.twimg.com/profile_images/1892517430360223744/8t2yjOR8.jpg,,1701,,344560,,,,,,ACTIVE,6,3,,
19,,beast_ico,IcoBeast.eth🦇🔊,https://pbs.twimg.com/profile_images/1610827135978987522/qGWbuvec.jpg,,2193,,843325,,,,,,ACTIVE,4,2,,
443,,iamdiarrhoea,Iamdiarrhoea,https://pbs.twimg.com/profile_images/1922887875864977408/b1A81JaW.jpg,,1973,2,1681960,,,,,,ACTIVE,7,3,,
186,,Rhynotic,Adam,https://pbs.twimg.com/profile_images/1830262784287784960/KqZSwOTe.jpg,,1620,,271366,,,,,,ACTIVE,4,2,,
41,,LinusCaldwell5,LinusCaldwell,https://pbs.twimg.com/profile_images/1915025076325326848/Nu2vnSPe.jpg,,1743,,123132,,,,,,ACTIVE,4,2,,
457,,ManaMoonNFT,ManaMoon,https://pbs.twimg.com/profile_images/1761782527977476097/ZCikGSEV.jpg,,1260,,,,,,,,ACTIVE,4,2,,
13,,fillip_g,FillipGumbottom,https://pbs.twimg.com/profile_images/1922455858862055424/37Scm0Dc.jpg,,1892,,1447670,,,,,,ACTIVE,5,2,,
188,,Cibbers_,Cibbers,https://pbs.twimg.com/profile_images/1861727318084915200/ZYikD9gG.jpg,,1279,,82505,,,,,,ACTIVE,4,2,,
107,,oksajeth,jasko,https://pbs.twimg.com/profile_images/1703861723923460096/00m8GOeb.jpg,,1551,,469452,,,,,,ACTIVE,4,2,,
467,,krybharat,Bharat Krymo,https://pbs.twimg.com/profile_images/1953077360753790976/BNFv2Rsq.jpg,,1900,,485429,,,,,,ACTIVE,4,2,,
51,,bilenkis1,hashrash.eth,https://pbs.twimg.com/profile_images/1784372933336403968/1BPREfip.jpg,,1726,,722384,,,,,,ACTIVE,5,2,,
8,,serpinxbt,Serpin Taxt,https://pbs.twimg.com/profile_images/1931470557800701952/S2sOJq5E.jpg,,2560,67,12831969,,,,,,ACTIVE,11,6,,
442,,WAPSHOP_ETH,AP,https://pbs.twimg.com/profile_images/1947832196321955840/Z3TlJPrS.jpg,,1324,,4260,,,,,,ACTIVE,4,2,,
189,,gremplin,gunk in the machine,https://pbs.twimg.com/profile_images/1925600678975516673/0DyFSaBu.jpg,,1905,,1246002,,,,,,ACTIVE,4,2,,
444,,smed_b,becket.eth,https://pbs.twimg.com/profile_images/1922658913008181248/ZdyYfqjK.jpg,,1759,1,778359,,,,,,ACTIVE,5,2,,
456,,user_456,bitreg.eth,https://app.ethos.network/avatar/blockie/0xfA949Ce340ef6Ea03c94002543E01f33E0920f62,,1241,,,,,,,,ACTIVE,2,1,,
91,,DMUZNFT,DMUZ,https://pbs.twimg.com/profile_images/1786131885975871488/1HS9Qcq2.jpg,,1269,,2194,,,,,,ACTIVE,5,2,,
118,,dad3865,thedad.eth,https://pbs.twimg.com/profile_images/1500861345687908359/2wmHnzqi.jpg,,1506,,156378,,,,,,ACTIVE,4,2,,
460,,kingtan,kingtan,https://pbs.twimg.com/profile_images/1799387049453363200/k2mSyIAt.jpg,,1479,6,518217,,,,,,ACTIVE,6,2,,
124,,quadwitch,quadwitch,https://pbs.twimg.com/profile_images/1958913025525600256/l7rsTRs4.jpg,,1932,234,3555213,,,,,,ACTIVE,7,2,,
440,,sol_flair,Solarflare,https://pbs.twimg.com/profile_images/1788576348648185856/jKN5M2FL.jpg,,1440,,202338,,,,,,ACTIVE,4,2,,
438,,Iganalt,InsertgenericartnameALT,https://pbs.twimg.com/profile_images/1766177695434481664/90lOzOnb.jpg,,1473,,400914,,,,,,ACTIVE,5,2,,
152,,thejoycelai,JoyceLai.eth,https://pbs.twimg.com/profile_images/1605593857412009989/m9v0_jdq.jpg,,1277,,31025,,,,,,ACTIVE,4,2,,
451,,jrugss,Jrugs,https://pbs.twimg.com/profile_images/1958545983819988992/kmIoxmME.jpg,,1830,,334310,,,,,,ACTIVE,6,2,,
37,,hildobby,hildobby,https://pbs.twimg.com/profile_images/1957946501340037120/zPqx4_pU.jpg,,1498,,4625,,,,,,ACTIVE,4,2,,
30,,weinada,weinada,https://pbs.twimg.com/profile_images/1964025555600150528/3nPME265.jpg,,1354,56,451243,,,,,,ACTIVE,7,3,,
111,,DeeZe,DeeZe ⛳🏌️‍♂️,https://pbs.twimg.com/profile_images/1958967516237099008/B6G-ah_R.jpg,,2014,,159177,,,,,,ACTIVE,4,2,,
202,,JakeAndBakeMVHQ,JakeAndBake,https://pbs.twimg.com/profile_images/1821258729330806784/cLpOCo6P.jpg,,1915,3,905797,,,,,,ACTIVE,7,2,,
60,,EncodedInsight,EncodedInsight,https://pbs.twimg.com/profile_images/1719029382621118464/EYFQt6U5.png,,1566,1,218055,,,,,,ACTIVE,4,2,,
208,,vinyl_bones,vinyl bones,https://pbs.twimg.com/profile_images/1904231468475301888/nKk7hMOZ.jpg,,1397,,126958,,,,,,ACTIVE,4,2,,
32,,Roothlus,Adam Levy,https://pbs.twimg.com/profile_images/1925274001800151041/pfLN39mg.jpg,,1399,,109783,,,,,,ACTIVE,4,2,,
50,,komorebi_vide,videvian,https://pbs.twimg.com/profile_images/1837147435769950208/GbVDd8Lh.jpg,,1464,1,172454,,,,,,ACTIVE,5,2,,
298,,dragossden,dragos,https://pbs.twimg.com/profile_images/1950697049021685762/K3QtZbzt.jpg,,2260,,11929397,,,,,,ACTIVE,5,2,,
450,,resaang,Resaang,https://pbs.twimg.com/profile_images/1954353401619509248/YD3RW9Gu.jpg,,2265,,2638607,,,,,,ACTIVE,6,2,,
464,,zimmerallday,ZimmerAllDay🧪,https://pbs.twimg.com/profile_images/1753068660023803904/WQE8Sj71.jpg,,1905,115,1671343,,,,,,ACTIVE,6,2,,
61,,n0dedata,node,https://pbs.twimg.com/profile_images/1927248670933516288/orjQsnq9.jpg,,1826,13,812908,,,,,,ACTIVE,8,3,,
302,,ethosAgent,Ethos Agent,https://pbs.twimg.com/profile_images/1923941477975052288/kzFj0sEP.jpg,,1703,,97517,,,,,,ACTIVE,4,2,,
125,,Poppa626,HIGH IQ INDV,https://pbs.twimg.com/profile_images/1882176666719408128/7K4XTigT.jpg,,1623,,425737,,,,,,ACTIVE,4,2,,
951,,Weidner_Dennis,CrazyCrypto.eth,https://pbs.twimg.com/profile_images/1798728085879304192/XmSgQpaF.jpg,,1250,,64215,,,,,,ACTIVE,4,2,,
563,,klausbrave,"""Klaus Brave (❤️","⚡️)""",https://pbs.twimg.com/profile_images/1776705447925252096/O3st8nAR.jpg,,1274,,159250,,,,,,ACTIVE,4,2,
709,,CirrusNFT,Cirrus,https://pbs.twimg.com/profile_images/1856240815032397824/zFS8r4zM.jpg,,2202,,560575,,,,,,ACTIVE,4,2,,
562,,benwalther256,ben walther,https://pbs.twimg.com/profile_images/1922503321124052992/2kwWzx_X.jpg,,2118,,1580915,,,,,,ACTIVE,7,2,,
768,,5Kvette,Stringer Bell,https://pbs.twimg.com/profile_images/1793119088157372416/5TzjHqPM.jpg,,1230,,7255,,,,,,ACTIVE,4,2,,
770,,jzzcrypto,JZ,https://pbs.twimg.com/profile_images/1681382236460056576/UpsYhV4N.jpg,,1228,,6940,,,,,,ACTIVE,4,2,,
832,,gamypto,Nabeel,https://pbs.twimg.com/profile_images/1747679342476615681/A_ku7C0f.jpg,,1766,141,695413,,,,,,ACTIVE,8,3,,
744,,blindsquirrelx,BlindSquirrel,https://pbs.twimg.com/profile_images/1497076644149874691/pCon0yoK.jpg,,1680,7,744229,,,,,,ACTIVE,5,2,,
543,,matman_xyz,matman 🧪,https://pbs.twimg.com/profile_images/1866165072982077440/DWLWsA4G.png,,1546,14,254110,,,,,,ACTIVE,5,2,,
954,,VavityV,vav,https://pbs.twimg.com/profile_images/1950661110983467008/DtlRHsLa.jpg,,1317,,239524,,,,,,ACTIVE,4,2,,
905,,morellostorment,morello,https://pbs.twimg.com/profile_images/1894208979154132993/ksOOPzla.jpg,,1710,,569300,,,,,,ACTIVE,4,2,,
883,,Teeznutz11,Tnut,https://pbs.twimg.com/profile_images/1738726339056656384/gxNUdFvb.jpg,,1557,,38759,,,,,,ACTIVE,4,2,,
963,,Frigate_birds72,Moonbearpig.eth 🌕🐻🐷,https://pbs.twimg.com/profile_images/1922517271664271360/H4WEwEtr.jpg,,1349,105,648212,,,,,,ACTIVE,5,2,,
705,,frensandmore,SteveZ😸🪐🧦🤝,https://pbs.twimg.com/profile_images/1902054288677072896/bhlj_gEe.jpg,,1488,,141744,,,,,,ACTIVE,5,2,,
955,,ragggaprince,RaggaPrince,https://pbs.twimg.com/profile_images/1696340584749993984/-Lkk16cc.jpg,,1474,,30403,,,,,,ACTIVE,4,2,,
730,,miro_kirov,miroki.eth,https://pbs.twimg.com/profile_images/1957807951319621633/pmOS8hrE.jpg,,1819,26,819226,,,,,,ACTIVE,7,2,,
555,,Silvaserger,Silvaserger,https://pbs.twimg.com/profile_images/1920923536194969600/9Q8EX2bA.jpg,,1695,4,76728,,,,,,ACTIVE,4,2,,
772,,ProWrestlingSim,KB,https://pbs.twimg.com/profile_images/1653027646689914881/VwVEPYmv.jpg,,1215,3,221781,,,,,,ACTIVE,4,2,,
982,,dingalingts,dingaling,https://pbs.twimg.com/profile_images/1671535865145745410/DaM1zme1.jpg,,2002,,238202,,,,,,ACTIVE,4,2,,
816,,fern,Adam Fern - Korean Blockchain Week,https://pbs.twimg.com/profile_images/1898383987896135680/LU0AOI7u.jpg,,2124,4,916396,,,,,,ACTIVE,4,2,,
604,,WYZRD_,WYZRD,https://pbs.twimg.com/profile_images/1902047214744309760/fgIi0uvn.jpg,,1773,,480926,,,,,,ACTIVE,4,2,,
559,,kavinrj2412,kavinraj,https://pbs.twimg.com/profile_images/1877250403709947904/ImEELcmx.jpg,,1250,,104902,,,,,,ACTIVE,5,2,,
783,,samoweb3,samo 「 🖐️ ✦ 🌍 」,https://pbs.twimg.com/profile_images/1635350190130339842/jDxd29Vp.png,,1333,,82643,,,,,,ACTIVE,4,2,,
791,,0xDith,Dith,https://pbs.twimg.com/profile_images/1899909250731720704/XnNtG1gL.jpg,,2076,,565371,,,,,,ACTIVE,7,2,,
646,,DeanoXBT,Deano (bas tard io),https://pbs.twimg.com/profile_images/1928279113627795456/1VIESYGd.jpg,,1902,,3493371,,,,,,ACTIVE,4,2,,
826,,pruggle1,King Pruggle,https://pbs.twimg.com/profile_images/933528061433262081/rVxG3Zp_.jpg,,1244,,112213,,,,,,ACTIVE,4,2,,
732,,iamjif_eth,jif,https://pbs.twimg.com/profile_images/1957826370551033856/ZTitQ3Av.jpg,,1474,,199475,,,,,,ACTIVE,4,2,,
766,,luckaintluck,xluck,https://pbs.twimg.com/profile_images/1748198302825197568/sSQsELbw.png,,1333,,7613,,,,,,ACTIVE,4,2,,
580,,erosAgent,Eros Agent,https://pbs.twimg.com/profile_images/1934843240144117761/R4G60CK-.jpg,,746,,67018,,,,,,ACTIVE,4,2,,
865,,telosAgent,Telos Agent,https://pbs.twimg.com/profile_images/1934721487946047488/MgeK8rF5.jpg,,1298,,14403,,,,,,ACTIVE,4,2,,
947,,0xWaldox0,Waldo,https://pbs.twimg.com/profile_images/1928487050002550785/YvopHYb9.jpg,,1680,,158304,,,,,,ACTIVE,4,2,,
819,,MintyBatman1,ChinWaggle,https://pbs.twimg.com/profile_images/1908197449929293824/uVgRLyi1.jpg,,1270,,10109,,,,,,ACTIVE,4,2,,
595,,NedRyersonBing,Ned Ryerson,https://pbs.twimg.com/profile_images/1949996747834417152/ajZBlbfV.jpg,,1776,,393965,,,,,,ACTIVE,5,2,,
594,,Kritizen,Kritizen,https://pbs.twimg.com/profile_images/1625469782672781313/hq03ACeW.png,,1409,,84444,,,,,,ACTIVE,4,2,,
970,,DeFiCapitalSG,DeFi Specialist,https://pbs.twimg.com/profile_images/1641244576521371652/YrMA0M-L.jpg,,1474,,161231,,,,,,ACTIVE,4,2,,
771,,EV_Traderrr,Sven,https://pbs.twimg.com/profile_images/1869827957016977408/nl0D0ivT.jpg,,1223,,10602,,,,,,ACTIVE,4,2,,
965,,TheChainGamer,Ali | thechaingamer.base.eth 🧭,https://pbs.twimg.com/profile_images/1964534212771368960/P9f8bcTS.jpg,,1347,,24891,,,,,,ACTIVE,7,2,,
893,,Aizcalibur,Aiz,https://pbs.twimg.com/profile_images/1874517348134109184/9ck9sUGA.jpg,,1864,,152164,,,,,,ACTIVE,5,2,,
898,,aixbt_agent,aixbt,https://pbs.twimg.com/profile_images/1874758416658509824/UPaVddbm.jpg,,1853,,200,,,,,,ACTIVE,4,2,,
866,,kairosAgent,Kairos Agent,https://pbs.twimg.com/profile_images/1934789365391138816/pwKwh4aN.jpg,,1563,,16438,,,,,,ACTIVE,4,2,,
962,,user_962,0x42EF...b1B,https://app.ethos.network/avatar/blockie/0x42EFae6a9bfd365CC2595C27fE17202f0E68b1B8,,1217,,,,,,,,ACTIVE,3,2,,
829,,0xBreadguy,BREAD | ∑:,https://pbs.twimg.com/profile_images/1960691857811468288/sAqM1tAd.jpg,,2281,,1163762,,,,,,ACTIVE,6,2,,
769,,jstizzle10,Stealth.hype,https://pbs.twimg.com/profile_images/1930125728177061888/N5Ze10NB.jpg,,1228,4,151971,,,,,,ACTIVE,4,2,,
774,,KumiLover_,Kumi Lover,https://pbs.twimg.com/profile_images/1900534445578264576/714xGeBe.jpg,,1233,,7410,,,,,,ACTIVE,4,2,,
940,,wals_eth,Wals,https://pbs.twimg.com/profile_images/1928090995326877696/-kqI--eh.jpg,,1771,,237749,,,,,,ACTIVE,4,2,,
864,,CryptonGoBoom,cap,https://pbs.twimg.com/profile_images/1481717296246640640/H9joTvB8.jpg,,1784,8,852611,,,,,,ACTIVE,5,2,,
906,,mikewunyc,MIKE (burtonair),https://pbs.twimg.com/profile_images/1838670316748320768/yCYFI54f.jpg,,1528,,1300,,,,,,ACTIVE,4,2,,
925,,conny3333,conny.eth🎟💹🧲,https://pbs.twimg.com/profile_images/1644397888594747397/AFVK6Z_c.jpg,,1338,,119820,,,,,,ACTIVE,4,2,,
994,,thedudeonx,RelicHunter,https://pbs.twimg.com/profile_images/1886540785098625024/jkAj5Hjh.jpg,,1484,,82912,,,,,,ACTIVE,4,2,,
579,,RonnieDcky,Ronnie,https://pbs.twimg.com/profile_images/1704981181702283264/GlWbCXMJ.jpg,,1927,,916379,,,,,,ACTIVE,4,2,,
785,,ankitsethi07,Sethi,https://pbs.twimg.com/profile_images/1931683022149193728/UBW1Ghl2.jpg,,1562,,177998,,,,,,ACTIVE,4,2,,
993,,kdean,KDean,https://pbs.twimg.com/profile_images/1766479698257645568/BIuD5T2u.jpg,,1363,,263690,,,,,,ACTIVE,4,2,,
751,,PapaDari_,papadari.btc.eth.sol,https://pbs.twimg.com/profile_images/1460351704357126144/4z8IEHms.png,,1369,,496800,,,,,,ACTIVE,4,2,,
892,,0xGolden_,Golden,https://pbs.twimg.com/profile_images/1960937465105260544/dT7Ox2pc.jpg,,1384,,50000,,,,,,ACTIVE,4,2,,
847,,KevinNuest,Kevin | Props 🤘🚀,https://pbs.twimg.com/profile_images/1571918884491481089/XJpV34fl.jpg,,1377,,263800,,,,,,ACTIVE,4,2,,
708,,freedl212,FreeDownload,https://pbs.twimg.com/profile_images/1706521008679624705/Cuks0w1C.jpg,,1768,,1067800,,,,,,ACTIVE,4,2,,
972,,skarlywarly,skarly,https://pbs.twimg.com/profile_images/1963640236312788992/xCduqIWy.jpg,,1801,,79143,,,,,,ACTIVE,4,2,,
967,,jay_trium,JayTres,https://pbs.twimg.com/profile_images/1849077851829510144/e3wveeLS.jpg,,1224,,117639,,,,,,ACTIVE,4,2,,
943,,apixtwts,apix🎮,https://pbs.twimg.com/profile_images/1663128307393519621/leQ2uGee.jpg,,2098,,794641,,,,,,ACTIVE,4,2,,
713,,ct613_,ct,https://pbs.twimg.com/profile_images/1877000501264281600/tnh1nVU_.jpg,,1466,,232305,,,,,,ACTIVE,4,2,,
948,,OxSwaft,swaft,https://pbs.twimg.com/profile_images/1936109331495178241/sc2wssNu.jpg,,1290,,237084,,,,,,ACTIVE,4,2,,
950,,memoJG_,memojg.eth,https://pbs.twimg.com/profile_images/1862714959328653312/H8u94kw9.jpg,,1540,145,823224,,,,,,ACTIVE,7,2,,
997,,bowsiealpha,bowsiealpha,https://pbs.twimg.com/profile_images/1807465264784752640/y4FaJI4w.jpg,,1247,,19852,,,,,,ACTIVE,4,2,,
968,,adamjmdawson,adamdawson.eth 🇦🇺,https://pbs.twimg.com/profile_images/1647062890481078272/fFw_XvZH.jpg,,1391,,5805,,,,,,ACTIVE,4,2,,
647,,nameatlas,atlas,https://pbs.twimg.com/profile_images/1587930312826290176/jGoKdVLF.jpg,,1705,,653395,,,,,,ACTIVE,6,2,,
896,,djDriverless,Beamish,https://pbs.twimg.com/profile_images/1967008054911586304/p8zrC2SJ.jpg,,1756,238,1575809,,,,,,ACTIVE,5,2,,
998,,Trippcouch,Tripp,https://pbs.twimg.com/profile_images/1889772254092759040/PiglqtwF.jpg,,1557,,238617,,,,,,ACTIVE,4,2,,
565,,implantsanta,implantsanta 🎅🏽🔩 (🐻Maxi),https://pbs.twimg.com/profile_images/1947989855339991040/hMsoaORj.jpg,,1414,,140541,,,,,,ACTIVE,6,2,,
995,,adinalini,Adinalini.eth ∑:🦇🔊,https://pbs.twimg.com/profile_images/1966913661274124289/tzHl8UWO.jpg,,1628,,682420,,,,,,ACTIVE,7,2,,
999,,kdimes00,Dimes,https://pbs.twimg.com/profile_images/1593036702662131712/ognkAwFI.jpg,,1563,,102274,,,,,,ACTIVE,4,2,,
822,,imjustyuvi,yuvi,https://pbs.twimg.com/profile_images/1640904126145101825/IGCyw1c6.jpg,,1298,,103780,,,,,,ACTIVE,4,2,,
755,,Zeneca,Zeneca.xyz 🔮,https://pbs.twimg.com/profile_images/1869696037709041664/KV7BpbYk.jpg,,2231,,853499,,,,,,ACTIVE,4,2,,
930,,BiggiePoppins,Biggie Poppins,https://pbs.twimg.com/profile_images/1944107606923993088/Xk1MdFAk.jpg,,1796,5,780918,,,,,,ACTIVE,7,2,,
932,,DegenApe99,Degen Ape Trader,https://pbs.twimg.com/profile_images/1721158078765424640/hFrzagyZ.jpg,,1726,,110525,,,,,,ACTIVE,4,2,,
980,,emilios_eth,emilios.eth,https://pbs.twimg.com/profile_images/1962452832977649664/ZFqDFmrf.jpg,,1945,,416238,,,,,,ACTIVE,5,2,,
862,,dankerwim,cpt dank,https://pbs.twimg.com/profile_images/1873522262931890176/wTEwl7aN.jpg,,1841,,488106,,,,,,ACTIVE,6,2,,
741,,kydefi_eth,kydefi,https://pbs.twimg.com/profile_images/1965947878100062208/Me7yHYVO.jpg,,1623,,565190,,,,,,ACTIVE,4,2,,
598,,SHL0MS,𒐪,https://pbs.twimg.com/profile_images/1920126904994082816/EBFBcYtO.png,,1652,,161090,,,,,,ACTIVE,4,2,,
914,,astamcloud,Astam (Dr. Pri),https://pbs.twimg.com/profile_images/1595616524118761476/dE_Ycp-s.png,,1633,,194936,,,,,,ACTIVE,4,2,,
701,,quennsbernard,quentin,https://pbs.twimg.com/profile_images/1577288435995475968/Zo-wKLuI.jpg,,1324,,292725,,,,,,ACTIVE,5,2,,
1092,,pandez_,Pandez,https://pbs.twimg.com/profile_images/1895168056982192128/dyOlkaUy.jpg,,1305,,675,,,,,,ACTIVE,5,2,,
1013,,0xTahir,0xTahir,https://pbs.twimg.com/profile_images/1610302067402280963/mY0i1lKP.jpg,,1252,,77010,,,,,,ACTIVE,4,2,,
1233,,yoobii3,yoobii,https://pbs.twimg.com/profile_images/1910606538055593984/mzBu58-j.jpg,,1259,,15,,,,,,ACTIVE,4,2,,
1039,,art2people_xyz,ART2PEOPLE,https://pbs.twimg.com/profile_images/1594132022401925120/qfciTSgV.jpg,,1246,,5785,,,,,,ACTIVE,4,2,,
1107,,MINHxDYNASTY,MINHxDYNASTY,https://pbs.twimg.com/profile_images/1960391362723110912/imsXPz-F.jpg,,1953,,881304,,,,,,ACTIVE,4,2,,
1126,,__MLO_,MLO,https://pbs.twimg.com/profile_images/1925205409649856512/_bFph13z.jpg,,2190,232,2632898,,,,,,ACTIVE,5,2,,
1042,,Phatiquez,Phatique,https://pbs.twimg.com/profile_images/1952887830184677376/c7Q14fS0.jpg,,1505,,145425,,,,,,ACTIVE,4,2,,
1045,,uArtApe,uArtApe,https://pbs.twimg.com/profile_images/1753001294363537408/3TtaPS4W.jpg,,1325,,220590,,,,,,ACTIVE,7,2,,
1244,,Queue1337,The Wizard,https://pbs.twimg.com/profile_images/1770480796421570560/USpWUDX9.jpg,,1236,,77354,,,,,,ACTIVE,4,2,,
